base,e3_simpleascii,msB_simpleascii,msA_simpleascii,allen_simpleascii
msB_simpleascii:9.467,0,0,8,0
msB_simpleascii:9.468,0,0,0,0
msB_simpleascii:9.469,0,0,9,1
msB_simpleascii:9.470,0,0,6,1
msB_simpleascii:9.471,0,0,4,5
msB_simpleascii:9.472,0,0,2,1
msB_simpleascii:9.473,0,0,7,1
msB_simpleascii:9.474,0,0,5,1
msB_simpleascii:9.475,0,0,1,1
msB_simpleascii:9.476,0,0,0,0
msB_simpleascii:9.477,0,0,10,2
msB_simpleascii:9.478,0,0,11,2
msB_simpleascii:9.479,0,0,0,1
msB_simpleascii:9.480,0,0,12,0
msB_simpleascii:9.481,0,0,2,4
msB_simpleascii:9.482,0,0,10,0
msB_simpleascii:9.483,0,0,5,1
msB_simpleascii:9.484,0,0,8,1
msB_simpleascii:9.485,0,0,0,1
msB_simpleascii:9.486,0,0,0,1
msB_simpleascii:9.487,0,0,6,3
msB_simpleascii:9.488,0,0,1,4
msB_simpleascii:9.489,0,0,8,2
msB_simpleascii:9.490,0,0,0,0
msB_simpleascii:9.491,0,0,10,0
msB_simpleascii:9.492,0,0,9,12
msB_simpleascii:9.493,0,0,0,0
msB_simpleascii:9.494,0,0,0,1
msB_simpleascii:9.495,0,0,8,1
msB_simpleascii:9.496,0,0,6,1
msB_simpleascii:9.497,0,0,6,0
msB_simpleascii:9.498,0,0,3,0
msB_simpleascii:9.499,0,0,10,0
msB_simpleascii:9.500,0,0,0,1
msB_simpleascii:9.501,0,0,8,0
msB_simpleascii:9.502,0,0,9,0
msB_simpleascii:9.503,0,0,9,2
msB_simpleascii:9.504,0,0,8,1
msB_simpleascii:9.505,0,0,3,1
msB_simpleascii:9.506,0,0,16,1
msB_simpleascii:9.507,0,0,17,2
msB_simpleascii:9.508,0,0,1,2
msB_simpleascii:9.509,0,0,18,3
msB_simpleascii:9.510,0,0,18,1
msB_simpleascii:9.511,0,0,0,1
msB_simpleascii:9.512,0,0,9,1
msB_simpleascii:9.513,0,0,5,1
msB_simpleascii:9.514,0,0,7,1
msB_simpleascii:9.515,0,0,0,2
msB_simpleascii:9.516,0,0,0,1
msB_simpleascii:9.517,0,0,14,2
msB_simpleascii:9.518,0,0,6,0
msB_simpleascii:9.519,0,0,7,3
msB_simpleascii:9.520,0,0,0,0
msB_simpleascii:9.521,0,0,0,0
msB_simpleascii:9.522,0,0,0,0
msB_simpleascii:9.523,0,0,17,2
msB_simpleascii:9.524,0,0,0,0
msB_simpleascii:9.525,0,0,5,1
msB_simpleascii:9.526,0,0,9,1
msB_simpleascii:9.527,0,0,9,0
msB_simpleascii:9.528,0,0,8,1
msB_simpleascii:9.529,0,0,0,1
msB_simpleascii:9.530,0,0,9,0
msB_simpleascii:9.531,0,0,0,0
msB_simpleascii:9.532,0,0,0,0
msB_simpleascii:9.533,0,0,0,0
msB_simpleascii:9.534,0,0,10,0
msB_simpleascii:9.535,0,0,15,4
msB_simpleascii:9.536,0,0,9,1
msB_simpleascii:9.537,0,0,15,1
msB_simpleascii:9.538,0,0,14,5
msB_simpleascii:9.539,0,0,11,0
msB_simpleascii:9.540,0,0,7,6
msB_simpleascii:9.541,0,0,6,1
msB_simpleascii:9.542,0,0,14,0
msB_simpleascii:9.543,0,0,1,2
msB_simpleascii:9.544,0,0,1,0
msB_simpleascii:9.545,0,0,2,2
msB_simpleascii:9.546,0,0,10,1
msB_simpleascii:9.547,0,0,3,2
msB_simpleascii:9.548,0,0,0,0
msB_simpleascii:9.549,0,0,11,1
msB_simpleascii:9.550,0,0,0,1
msB_simpleascii:9.551,0,0,2,0
msB_simpleascii:9.552,0,0,7,0
msB_simpleascii:9.553,0,0,5,1
msB_simpleascii:9.554,0,0,11,0
msB_simpleascii:9.555,0,0,0,0
msB_simpleascii:9.556,0,0,0,0
msB_simpleascii:9.557,0,0,9,0
msB_simpleascii:9.558,0,0,5,2
msB_simpleascii:9.559,0,0,0,0
msB_simpleascii:9.560,0,0,7,0
msB_simpleascii:9.561,0,0,0,1
msB_simpleascii:9.562,0,0,10,1
msB_simpleascii:9.563,0,0,7,1
msB_simpleascii:9.564,0,0,7,5
msB_simpleascii:9.565,0,0,13,0
msB_simpleascii:9.566,0,0,0,0
msB_simpleascii:9.567,0,0,7,6
msB_simpleascii:9.568,0,0,1,0
msB_simpleascii:9.569,0,0,0,1
msB_simpleascii:9.570,0,0,11,0
msB_simpleascii:9.571,0,0,9,1
msB_simpleascii:9.572,0,0,10,3
msB_simpleascii:9.573,0,0,7,1
msB_simpleascii:9.574,0,0,27,0
msB_simpleascii:9.575,0,0,7,0
msB_simpleascii:9.576,0,0,13,0
msB_simpleascii:9.577,0,0,0,0
msB_simpleascii:9.578,0,0,0,0
msB_simpleascii:9.579,0,0,15,0
msB_simpleascii:9.580,0,0,9,0
msB_simpleascii:9.581,0,0,9,0
msB_simpleascii:9.582,0,0,2,0
msB_simpleascii:9.583,0,0,13,0
msB_simpleascii:9.584,0,0,2,0
msB_simpleascii:9.585,0,0,3,5
msB_simpleascii:9.586,0,0,8,0
msB_simpleascii:9.587,0,0,13,2
msB_simpleascii:9.588,0,0,9,3
msB_simpleascii:9.589,0,0,0,0
msB_simpleascii:9.590,0,0,0,0
msB_simpleascii:9.591,0,0,10,1
msB_simpleascii:9.592,0,0,6,4
msB_simpleascii:9.593,0,0,9,0
msB_simpleascii:9.594,0,0,9,1
msB_simpleascii:9.595,0,0,5,1
msB_simpleascii:9.596,0,0,18,3
msB_simpleascii:9.597,0,0,4,4
msB_simpleascii:9.598,0,0,7,3
msB_simpleascii:9.599,0,0,15,1
msB_simpleascii:9.600,0,0,6,0
msB_simpleascii:9.601,0,0,9,0
msB_simpleascii:9.602,0,0,9,4
msB_simpleascii:9.603,0,0,11,0
msB_simpleascii:9.604,0,0,0,1
msB_simpleascii:9.605,0,0,10,1
msB_simpleascii:9.606,0,0,0,1
msB_simpleascii:9.607,0,0,15,0
msB_simpleascii:9.608,0,0,6,0
msB_simpleascii:9.609,0,0,0,2
msB_simpleascii:9.610,0,0,7,3
msB_simpleascii:9.611,0,0,5,1
msB_simpleascii:9.612,0,0,0,0
msB_simpleascii:9.613,0,0,6,0
msB_simpleascii:9.614,0,0,17,0
msB_simpleascii:9.615,0,0,8,1
msB_simpleascii:9.616,0,0,20,0
msB_simpleascii:9.617,0,0,11,2
msB_simpleascii:9.618,0,0,9,2
msB_simpleascii:9.619,0,0,9,4
msB_simpleascii:9.620,0,0,2,2
msB_simpleascii:9.621,0,0,6,0
msB_simpleascii:9.622,0,0,1,2
msB_simpleascii:9.623,0,0,7,1
msB_simpleascii:9.624,0,0,9,1
msB_simpleascii:9.625,0,0,6,0
msB_simpleascii:9.626,0,0,12,2
msB_simpleascii:9.627,0,0,6,0
msB_simpleascii:9.628,0,0,13,0
msB_simpleascii:9.629,0,0,0,0
msB_simpleascii:9.630,0,0,0,0
msB_simpleascii:9.631,0,0,10,0
msB_simpleascii:9.632,0,0,9,3
msB_simpleascii:9.633,0,0,10,0
msB_simpleascii:9.634,0,0,9,2
msB_simpleascii:9.635,0,0,0,1
msB_simpleascii:9.636,0,0,10,2
msB_simpleascii:9.637,0,0,6,0
msB_simpleascii:9.638,0,0,13,1
msB_simpleascii:9.639,0,0,12,6
msB_simpleascii:9.640,0,0,0,0
msB_simpleascii:9.641,0,0,0,0
msB_simpleascii:9.642,0,0,0,1
msB_simpleascii:9.643,0,0,0,1
msB_simpleascii:9.644,0,0,5,0
msB_simpleascii:9.645,0,0,11,2
msB_simpleascii:9.646,0,0,3,0
msB_simpleascii:9.647,0,0,9,1
msB_simpleascii:9.648,0,0,11,1
msB_simpleascii:9.649,0,0,9,1
msB_simpleascii:9.650,0,0,0,0
msB_simpleascii:9.651,0,0,0,1
msB_simpleascii:9.652,0,0,0,0
msB_simpleascii:9.653,0,0,12,1
msB_simpleascii:9.654,0,0,2,0
msB_simpleascii:9.655,0,0,4,0
msB_simpleascii:9.656,0,0,0,1
msB_simpleascii:9.657,0,0,5,1
msB_simpleascii:9.658,0,0,13,1
msB_simpleascii:9.659,0,0,9,0
msB_simpleascii:9.660,0,0,3,1
msB_simpleascii:9.661,0,0,6,0
msB_simpleascii:9.662,0,0,0,1
msB_simpleascii:9.663,0,0,9,0
msB_simpleascii:9.664,0,0,0,1
msB_simpleascii:9.665,0,0,1,1
msB_simpleascii:9.666,0,0,8,2
msB_simpleascii:9.667,0,0,5,0
msB_simpleascii:9.668,0,0,11,0
msB_simpleascii:9.669,0,0,10,3
msB_simpleascii:9.670,0,0,0,0
msB_simpleascii:9.671,0,0,8,2
msB_simpleascii:9.672,0,0,0,1
msB_simpleascii:9.673,0,0,12,9
msB_simpleascii:9.674,0,0,0,1
msB_simpleascii:9.675,0,0,6,2
msB_simpleascii:9.676,0,0,0,1
msB_simpleascii:9.677,0,0,8,0
msB_simpleascii:9.678,0,0,5,2
msB_simpleascii:9.679,0,0,5,1
msB_simpleascii:9.680,0,0,0,0
msB_simpleascii:9.681,0,0,0,2
msB_simpleascii:9.682,0,0,0,2
msB_simpleascii:9.683,0,0,13,2
msB_simpleascii:9.684,0,0,1,2
msB_simpleascii:9.685,0,0,11,1
msB_simpleascii:9.686,0,0,15,0
msB_simpleascii:9.687,0,0,5,0
msB_simpleascii:9.688,0,0,7,2
msB_simpleascii:9.689,0,0,6,1
msB_simpleascii:9.690,0,0,0,2
msB_simpleascii:9.691,0,0,0,1
msB_simpleascii:9.692,0,0,15,1
msB_simpleascii:9.693,0,0,0,2
msB_simpleascii:9.694,0,0,21,2
msB_simpleascii:9.695,0,0,0,1
msB_simpleascii:9.696,0,0,0,0
msB_simpleascii:9.697,0,0,0,0
msB_simpleascii:9.698,0,0,3,3
msB_simpleascii:9.699,0,0,6,1
msB_simpleascii:9.700,0,0,7,0
msB_simpleascii:9.701,0,0,7,1
msB_simpleascii:9.702,0,0,0,1
msB_simpleascii:9.703,0,0,6,0
msB_simpleascii:9.704,0,0,7,2
msB_simpleascii:9.705,0,0,0,0
msB_simpleascii:9.706,0,0,5,0
msB_simpleascii:9.707,0,0,0,0
msB_simpleascii:9.708,0,0,7,0
msB_simpleascii:9.709,0,0,17,1
msB_simpleascii:9.710,0,0,0,2
msB_simpleascii:9.711,0,0,11,0
msB_simpleascii:9.712,0,0,4,4
msB_simpleascii:9.713,0,0,7,0
msA_simpleascii:9.title,21,21,0,0
msA_simpleascii:9.1,5,5,0,5
msA_simpleascii:9.2,0,0,0,0
msA_simpleascii:9.3,9,9,0,9
msA_simpleascii:9.4,10,10,0,11
msA_simpleascii:9.5,2,2,0,0
msA_simpleascii:9.6,18,18,0,18
msA_simpleascii:9.7,11,11,0,10
msA_simpleascii:9.8,0,0,0,0
msA_simpleascii:9.9,1,1,0,1
msA_simpleascii:9.10,0,0,0,0
msA_simpleascii:9.11,0,0,0,0
msA_simpleascii:9.12,13,13,0,13
msA_simpleascii:9.13,12,12,0,12
msA_simpleascii:9.14,7,7,0,7
msA_simpleascii:9.15,0,0,0,1
msA_simpleascii:9.16,8,8,0,9
msA_simpleascii:9.17,15,15,0,15
msA_simpleascii:9.18,9,9,0,8
msA_simpleascii:9.19,9,9,0,13
msA_simpleascii:9.20,17,17,0,18
msA_simpleascii:9.21,0,0,0,0
msA_simpleascii:9.22,14,14,0,14
msA_simpleascii:9.23,6,6,0,6
msA_simpleascii:9.24,0,0,0,0
msA_simpleascii:9.25,13,13,0,12
msA_simpleascii:9.26,7,7,0,9
msA_simpleascii:9.27,6,6,0,6
msA_simpleascii:9.28,11,11,0,11
msA_simpleascii:9.29,10,10,0,10
msA_simpleascii:9.30,0,0,0,1
msA_simpleascii:9.31,0,0,0,0
msA_simpleascii:9.32,0,0,0,0
msA_simpleascii:9.33,9,9,0,9
msA_simpleascii:9.34,0,0,0,0
msA_simpleascii:9.35,0,0,0,0
msA_simpleascii:9.36,15,15,0,14
msA_simpleascii:9.37,12,12,0,12
msA_simpleascii:9.38,8,8,0,7
msA_simpleascii:9.39,9,9,0,10
msA_simpleascii:9.40,10,10,0,8
msA_simpleascii:9.41,10,10,0,11
msA_simpleascii:9.42,8,8,0,8
msA_simpleascii:9.43,15,15,0,15
msA_simpleascii:9.44,7,7,0,8
msA_simpleascii:9.45,0,0,0,1
msA_simpleascii:9.46,13,13,0,14
msA_simpleascii:9.47,0,0,0,0
msA_simpleascii:9.48,1,1,0,4
msA_simpleascii:9.49,14,14,0,14
msA_simpleascii:9.50,0,0,0,2
msA_simpleascii:9.51,11,11,0,11
msA_simpleascii:9.52,7,7,0,8
msA_simpleascii:9.53,1,1,0,1
msA_simpleascii:9.54,8,8,0,8
msA_simpleascii:9.55,0,0,0,0
msA_simpleascii:9.56,17,17,0,17
msA_simpleascii:9.57,0,0,0,1
msA_simpleascii:9.58,2,2,0,1
msA_simpleascii:9.59,7,7,0,7
msA_simpleascii:9.60,0,0,0,2
msA_simpleascii:9.61,9,9,0,9
msA_simpleascii:9.62,1,1,0,1
msA_simpleascii:9.63,0,0,0,0
msA_simpleascii:9.64,11,11,0,11
msA_simpleascii:9.65,10,10,0,11
msA_simpleascii:9.66,14,14,0,14
msA_simpleascii:9.67,0,0,0,0
msA_simpleascii:9.68,12,12,0,12
msA_simpleascii:9.69,0,0,0,0
msA_simpleascii:9.70,8,8,0,8
msA_simpleascii:9.71,0,0,0,0
msA_simpleascii:9.72,7,7,0,8
msA_simpleascii:9.73,18,18,0,18
msA_simpleascii:9.74,0,0,0,1
msA_simpleascii:9.75,0,0,0,0
msA_simpleascii:9.76,0,0,0,0
msA_simpleascii:9.77,15,15,0,15
msA_simpleascii:9.78,7,7,0,9
msA_simpleascii:9.79,0,0,0,4
msA_simpleascii:9.80,0,0,0,0
msA_simpleascii:9.81,5,5,0,5
msA_simpleascii:9.82,4,4,0,4
msA_simpleascii:9.83,0,0,0,0
msA_simpleascii:9.84,4,4,0,3
msA_simpleascii:9.85,8,8,0,9
msA_simpleascii:9.86,16,16,0,18
msA_simpleascii:9.87,6,6,0,5
msA_simpleascii:9.88,8,8,0,10
msA_simpleascii:9.89,0,0,0,0
msA_simpleascii:9.90,3,3,0,0
msA_simpleascii:9.91,7,7,0,10
msA_simpleascii:9.92,0,0,0,0
msA_simpleascii:9.93,0,0,0,0
msA_simpleascii:9.94,6,6,0,6
msA_simpleascii:9.95,10,10,0,10
msA_simpleascii:9.96,8,8,0,8
msA_simpleascii:9.97,5,5,0,6
msA_simpleascii:9.98,5,5,0,5
msA_simpleascii:9.99,0,0,0,1
msA_simpleascii:9.100,10,10,0,10
msA_simpleascii:9.101,4,4,0,3
msA_simpleascii:9.102,13,13,0,14
msA_simpleascii:9.103,7,7,0,7
msA_simpleascii:9.104,7,7,0,7
msA_simpleascii:9.105,4,4,0,5
msA_simpleascii:9.106,0,0,0,1
msA_simpleascii:9.107,0,0,0,0
msA_simpleascii:9.108,5,5,0,6
msA_simpleascii:9.109,0,0,0,5
msA_simpleascii:9.110,0,0,0,0
msA_simpleascii:9.111,6,6,0,7
msA_simpleascii:9.112,3,3,0,3
msA_simpleascii:9.113,12,12,0,13
msA_simpleascii:9.114,0,0,0,1
msA_simpleascii:9.115,16,16,0,16
msA_simpleascii:9.116,19,19,0,20
msA_simpleascii:9.117,8,8,0,8
msA_simpleascii:9.118,5,5,0,5
msA_simpleascii:9.119,9,9,0,10
msA_simpleascii:9.120,7,7,0,8
msA_simpleascii:9.121,8,8,0,9
msA_simpleascii:9.122,5,5,0,4
msA_simpleascii:9.123,8,8,0,9
msA_simpleascii:9.124,18,18,0,18
msA_simpleascii:9.125,8,8,0,8
msA_simpleascii:9.126,0,0,0,0
msA_simpleascii:9.127,6,6,0,6
msA_simpleascii:9.128,11,11,0,13
msA_simpleascii:9.129,0,0,0,0
msA_simpleascii:9.130,9,9,0,9
msA_simpleascii:9.131,3,3,0,3
msA_simpleascii:9.132,3,3,0,4
msA_simpleascii:9.133,0,0,0,0
msA_simpleascii:9.134,9,9,0,9
msA_simpleascii:9.135,11,11,0,11
msA_simpleascii:9.136,0,0,0,1
msA_simpleascii:9.137,6,6,0,0
msA_simpleascii:9.138,0,0,0,1
msA_simpleascii:9.139,0,0,0,0
msA_simpleascii:9.140,0,0,0,1
msA_simpleascii:9.141,0,0,0,1
msA_simpleascii:9.142,4,4,0,4
msA_simpleascii:9.143,7,7,0,7
msA_simpleascii:9.144,10,10,0,9
msA_simpleascii:9.145,10,10,0,10
msA_simpleascii:9.146,0,0,0,1
msA_simpleascii:9.147,0,0,0,1
msA_simpleascii:9.148,9,9,0,10
msA_simpleascii:9.149,10,10,0,10
msA_simpleascii:9.150,10,10,0,10
msA_simpleascii:9.151,0,0,0,1
msA_simpleascii:9.152,0,0,0,1
msA_simpleascii:9.153,11,11,0,12
msA_simpleascii:9.154,1,1,0,2
msA_simpleascii:9.155,12,12,0,10
msA_simpleascii:9.156,9,9,0,9
msA_simpleascii:9.157,10,10,0,8
msA_simpleascii:9.158,18,18,0,18
msA_simpleascii:9.159,8,8,0,8
msA_simpleascii:9.160,0,0,0,0
msA_simpleascii:9.161,6,6,0,7
msA_simpleascii:9.162,0,0,0,2
msA_simpleascii:9.163,8,8,0,8
msA_simpleascii:9.164,7,7,0,8
msA_simpleascii:9.165,10,10,0,11
msA_simpleascii:9.166,0,0,0,1
msA_simpleascii:9.167,10,10,0,11
msA_simpleascii:9.168,0,0,0,0
msA_simpleascii:9.169,0,0,0,1
msA_simpleascii:9.170,8,8,0,9
msA_simpleascii:9.171,9,9,0,8
msA_simpleascii:9.172,8,8,0,9
msA_simpleascii:9.173,7,7,0,7
msA_simpleascii:9.174,0,0,0,0
msA_simpleascii:9.175,0,0,0,0
msA_simpleascii:9.176,10,10,0,11
msA_simpleascii:9.177,0,0,0,2
msA_simpleascii:9.178,0,0,0,2
msA_simpleascii:9.179,0,0,0,5
msA_simpleascii:9.180,8,8,0,8
msA_simpleascii:9.181,0,0,0,0
msA_simpleascii:9.182,0,0,0,0
msA_simpleascii:9.183,1,1,0,1
msA_simpleascii:9.184,0,0,0,0
msA_simpleascii:9.185,10,10,0,10
msA_simpleascii:9.186,0,0,0,1
msA_simpleascii:9.187,4,4,0,5
msA_simpleascii:9.188,8,8,0,9
msA_simpleascii:9.189,0,0,0,1
msA_simpleascii:9.190,0,0,0,0
msA_simpleascii:9.191,7,7,0,7
msA_simpleascii:9.192,11,11,0,8
msA_simpleascii:9.193,0,0,0,2
msA_simpleascii:9.194,8,8,0,8
msA_simpleascii:9.195,11,11,0,12
msA_simpleascii:9.196,0,0,0,0
msA_simpleascii:9.197,36,36,0,23
msA_simpleascii:9.198,6,6,0,6
msA_simpleascii:9.199,2,2,0,1
msA_simpleascii:9.200,14,14,0,15
msA_simpleascii:9.201,6,6,0,6
msA_simpleascii:9.202,0,0,0,0
msA_simpleascii:9.203,16,16,0,16
msA_simpleascii:9.204,2,2,0,2
msA_simpleascii:9.205,8,8,0,8
msA_simpleascii:9.206,0,0,0,0
msA_simpleascii:9.207,0,0,0,2
msA_simpleascii:9.208,8,8,0,8
msA_simpleascii:9.209,0,0,0,2
msA_simpleascii:9.210,11,11,0,8
msA_simpleascii:9.211,12,12,0,12
msA_simpleascii:9.212,0,0,0,0
msA_simpleascii:9.213,10,10,0,10
msA_simpleascii:9.214,20,20,0,21
msA_simpleascii:9.215,13,13,0,13
msA_simpleascii:9.216,0,0,0,0
msA_simpleascii:9.217,10,10,0,10
msA_simpleascii:9.218,5,5,0,6
msA_simpleascii:9.219,8,8,0,8
msA_simpleascii:9.220,15,15,0,16
msA_simpleascii:9.221,7,7,0,10
msA_simpleascii:9.222,5,5,0,5
msA_simpleascii:9.223,0,0,0,1
msA_simpleascii:9.224,0,0,0,2
msA_simpleascii:9.225,2,2,0,3
msA_simpleascii:9.226,5,5,0,0
msA_simpleascii:9.227,0,0,0,0
msA_simpleascii:9.228,8,8,0,10
msA_simpleascii:9.229,0,0,0,0
msA_simpleascii:9.230,9,9,0,9
msA_simpleascii:9.231,6,6,0,6
msA_simpleascii:9.232,0,0,0,0
msA_simpleascii:9.233,2,2,0,1
msA_simpleascii:9.234,8,8,0,11
msA_simpleascii:9.235,1,1,0,3
msA_simpleascii:9.236,1,1,0,0
msA_simpleascii:9.237,10,10,0,10
msA_simpleascii:9.238,2,2,0,0
msA_simpleascii:9.239,6,6,0,6
msA_simpleascii:9.240,5,5,0,5
msA_simpleascii:9.241,8,8,0,8
msA_simpleascii:9.242,6,6,0,7
msA_simpleascii:9.243,1,1,0,0
msA_simpleascii:9.244,6,6,0,7
msA_simpleascii:9.245,5,5,0,5
msA_simpleascii:9.246,11,11,0,11
msA_simpleascii:9.247,9,9,0,8
msA_simpleascii:9.248,0,0,0,0
msA_simpleascii:9.249,8,8,0,9
msA_simpleascii:9.250,7,7,0,8
msA_simpleascii:9.251,6,6,0,6
msA_simpleascii:9.252,6,6,0,6
msA_simpleascii:9.253,10,10,0,11
msA_simpleascii:9.254,0,0,0,0
msA_simpleascii:9.255,0,0,0,2
msA_simpleascii:9.256,24,24,0,24
msA_simpleascii:9.257,7,7,0,8
msA_simpleascii:9.258,9,9,0,10
msA_simpleascii:9.259,8,8,0,10
msA_simpleascii:9.260,9,9,0,11
msA_simpleascii:9.261,8,8,0,8
msA_simpleascii:9.262,0,0,0,0
msA_simpleascii:9.263,1,1,0,1
msA_simpleascii:9.264,13,13,0,12
msA_simpleascii:9.265,15,15,0,15
msA_simpleascii:9.266,7,7,0,7
msA_simpleascii:9.267,0,0,0,0
msA_simpleascii:9.268,0,0,0,0
msA_simpleascii:9.269,13,13,0,14
msA_simpleascii:9.270,1,1,0,4
msA_simpleascii:9.271,0,0,0,0
msA_simpleascii:9.272,9,9,0,10
msA_simpleascii:9.273,10,10,0,10
msA_simpleascii:9.274,0,0,0,6
msA_simpleascii:9.275,0,0,0,0
msA_simpleascii:9.276,1,1,0,2
msA_simpleascii:9.277,0,0,0,0
msA_simpleascii:9.278,9,9,0,9
msA_simpleascii:9.279,0,0,0,0
msA_simpleascii:9.280,0,0,0,1
msA_simpleascii:9.281,8,8,0,8
msA_simpleascii:9.282,6,6,0,7
msA_simpleascii:9.283,0,0,0,1
msA_simpleascii:9.284,6,6,0,6
msA_simpleascii:9.285,0,0,0,0
msA_simpleascii:9.286,11,11,0,9
msA_simpleascii:9.287,10,10,0,10
msA_simpleascii:9.288,0,0,0,1
msA_simpleascii:9.289,0,0,0,2
msA_simpleascii:9.290,8,8,0,10
msA_simpleascii:9.291,10,10,0,10
msA_simpleascii:9.292,14,14,0,13
msA_simpleascii:9.293,11,11,0,12
msA_simpleascii:9.294,12,12,0,13
msA_simpleascii:9.295,11,11,0,12
msA_simpleascii:9.296,0,0,0,1
msA_simpleascii:9.297,12,12,0,10
msA_simpleascii:9.298,9,9,0,9
msA_simpleascii:9.299,7,7,0,8
msA_simpleascii:9.300,0,0,0,0
msA_simpleascii:9.301,5,5,0,6
msA_simpleascii:9.302,0,0,0,0
msA_simpleascii:9.303,14,14,0,13
msA_simpleascii:9.304,3,3,0,3
msA_simpleascii:9.305,0,0,0,0
msA_simpleascii:9.306,8,8,0,8
msA_simpleascii:9.307,0,0,0,1
msA_simpleascii:9.308,1,1,0,2
msA_simpleascii:9.309,0,0,0,0
msA_simpleascii:9.310,7,7,0,8
msA_simpleascii:9.311,1,1,0,1
msA_simpleascii:9.312,0,0,0,0
msA_simpleascii:9.313,0,0,0,1
msA_simpleascii:9.314,15,15,0,7
msA_simpleascii:9.315,2,2,0,2
msA_simpleascii:9.316,0,0,0,1
msA_simpleascii:9.317,6,6,0,7
msA_simpleascii:9.318,15,15,0,15
msA_simpleascii:9.319,7,7,0,7
msA_simpleascii:9.320,7,7,0,9
msA_simpleascii:9.321,2,2,0,2
msA_simpleascii:9.322,11,11,0,11
msA_simpleascii:9.323,1,1,0,1
