base,e3_simpleascii,msB_simpleascii,msA_simpleascii,allen_simpleascii
msA_simpleascii:9.324,6,6,0,11
msA_simpleascii:9.325,6,6,0,6
msA_simpleascii:9.326,0,0,0,1
msA_simpleascii:9.327,10,10,0,10
msA_simpleascii:9.328,4,4,0,5
msA_simpleascii:9.329,9,9,0,10
msA_simpleascii:9.330,0,0,0,0
msA_simpleascii:9.331,0,0,0,0
msA_simpleascii:9.332,3,3,0,2
msA_simpleascii:9.333,8,8,0,8
msA_simpleascii:9.334,10,10,0,11
msA_simpleascii:9.335,8,8,0,8
msA_simpleascii:9.336,7,7,0,7
msA_simpleascii:9.337,9,9,0,9
msA_simpleascii:9.338,0,0,0,1
msA_simpleascii:9.339,9,9,0,9
msA_simpleascii:9.340,4,4,0,1
msA_simpleascii:9.341,0,0,0,0
msA_simpleascii:9.342,7,7,0,7
msA_simpleascii:9.343,16,16,0,14
msA_simpleascii:9.344,0,0,0,2
msA_simpleascii:9.345,7,7,0,7
msA_simpleascii:9.346,7,7,0,4
msA_simpleascii:9.347,4,4,0,4
msA_simpleascii:9.348,0,0,0,0
msA_simpleascii:9.349,1,1,0,0
msA_simpleascii:9.350,18,18,0,18
msA_simpleascii:9.351,7,7,0,2
msA_simpleascii:9.352,8,8,0,9
msA_simpleascii:9.353,0,0,0,0
msA_simpleascii:9.354,7,7,0,8
msA_simpleascii:9.355,0,0,0,1
msA_simpleascii:9.356,2,2,0,1
msA_simpleascii:9.357,4,4,0,4
msA_simpleascii:9.358,5,5,0,5
msA_simpleascii:9.359,11,11,0,13
msA_simpleascii:9.360,0,0,0,2
msA_simpleascii:9.361,9,9,0,10
msA_simpleascii:9.362,9,9,0,9
msA_simpleascii:9.363,10,10,0,9
msA_simpleascii:9.364,11,11,0,6
msA_simpleascii:9.365,0,0,0,1
msA_simpleascii:9.366,0,0,0,0
msA_simpleascii:9.367,12,12,0,11
msA_simpleascii:9.368,0,0,0,0
msA_simpleascii:9.369,0,0,0,1
msA_simpleascii:9.370,0,0,0,0
msA_simpleascii:9.371,0,0,0,0
msA_simpleascii:9.372,11,11,0,12
msA_simpleascii:9.373,8,8,0,8
msA_simpleascii:9.374,8,8,0,8
msA_simpleascii:9.375,7,7,0,10
msA_simpleascii:9.376,12,12,0,12
msA_simpleascii:9.377,3,3,0,3
msA_simpleascii:9.378,7,7,0,7
msA_simpleascii:9.379,0,0,0,1
msA_simpleascii:9.380,18,18,0,18
msA_simpleascii:9.381,15,15,0,19
msA_simpleascii:9.382,0,0,0,0
msA_simpleascii:9.383,7,7,0,8
msA_simpleascii:9.384,9,9,0,8
msA_simpleascii:9.385,0,0,0,1
msA_simpleascii:9.386,1,1,0,1
msA_simpleascii:9.387,6,6,0,7
msA_simpleascii:9.388,0,0,0,1
msA_simpleascii:9.389,7,7,0,8
msA_simpleascii:9.390,11,11,0,12
msA_simpleascii:9.391,6,6,0,7
msA_simpleascii:9.392,6,6,0,7
msA_simpleascii:9.393,12,12,0,12
msA_simpleascii:9.394,6,6,0,9
msA_simpleascii:9.395,2,2,0,0
msA_simpleascii:9.396,17,17,0,17
msA_simpleascii:9.397,10,10,0,9
msA_simpleascii:9.398,0,0,0,0
msA_simpleascii:9.399,0,0,0,1
msA_simpleascii:9.400,0,0,0,0
msA_simpleascii:9.401,0,0,0,1
msA_simpleascii:9.402,6,6,0,6
msA_simpleascii:9.403,0,0,0,1
msA_simpleascii:9.404,0,0,0,1
msA_simpleascii:9.405,11,11,0,11
msA_simpleascii:9.406,10,10,0,10
msA_simpleascii:9.407,13,13,0,13
msA_simpleascii:9.408,0,0,0,0
msA_simpleascii:9.409,8,8,0,9
msA_simpleascii:9.410,0,0,0,0
msA_simpleascii:9.411,3,3,0,3
msA_simpleascii:9.412,0,0,0,1
msA_simpleascii:9.413,13,13,0,13
msA_simpleascii:9.414,7,7,0,6
msA_simpleascii:9.415,0,0,0,0
msA_simpleascii:9.416,15,15,0,16
msA_simpleascii:9.417,0,0,0,1
msA_simpleascii:9.418,11,11,0,11
msA_simpleascii:9.419,15,15,0,15
msA_simpleascii:9.420,5,5,0,5
msA_simpleascii:9.421,7,7,0,8
msA_simpleascii:9.422,0,0,0,0
msA_simpleascii:9.423,0,0,0,1
msA_simpleascii:9.424,2,2,0,2
msA_simpleascii:9.425,0,0,0,1
msA_simpleascii:9.426,14,14,0,14
msA_simpleascii:9.427,20,20,0,22
msA_simpleascii:9.428,0,0,0,1
msA_simpleascii:9.429,14,14,0,15
msA_simpleascii:9.430,0,0,0,2
msA_simpleascii:9.431,21,21,0,21
msA_simpleascii:9.432,9,9,0,9
msA_simpleascii:9.433,10,10,0,10
msA_simpleascii:9.434,0,0,0,1
msA_simpleascii:9.435,9,9,0,10
msA_simpleascii:9.436,8,8,0,8
msA_simpleascii:9.437,0,0,0,1
msA_simpleascii:9.438,14,14,0,15
msA_simpleascii:9.439,4,4,0,5
msA_simpleascii:9.440,0,0,0,2
msA_simpleascii:9.441,22,22,0,23
msA_simpleascii:9.442,6,6,0,6
msA_simpleascii:9.443,13,13,0,13
msA_simpleascii:9.444,0,0,0,1
msA_simpleascii:9.445,0,0,0,2
msA_simpleascii:9.446,0,0,0,0
msA_simpleascii:9.447,0,0,0,0
msA_simpleascii:9.448,0,0,0,0
msA_simpleascii:9.449,1,1,0,1
msA_simpleascii:9.450,10,10,0,11
msA_simpleascii:9.451,5,5,0,6
msA_simpleascii:9.452,23,23,0,22
msA_simpleascii:9.453,6,6,0,8
msA_simpleascii:9.454,9,9,0,11
msA_simpleascii:9.455,2,2,0,0
msA_simpleascii:9.456,10,10,0,11
msA_simpleascii:9.457,0,0,0,0
msA_simpleascii:9.462,4,4,0,2
msA_simpleascii:9.463,11,11,0,11
msA_simpleascii:9.464,1,1,0,1
msA_simpleascii:9.465,10,10,0,10
msA_simpleascii:9.466,5,5,0,5
msA_simpleascii:9.467,8,8,0,8
msA_simpleascii:9.468,0,0,0,0
msA_simpleascii:9.469,9,9,0,10
msA_simpleascii:9.470,6,6,0,7
msA_simpleascii:9.471,4,4,0,1
msA_simpleascii:9.472,2,2,0,1
msA_simpleascii:9.473,7,7,0,8
msA_simpleascii:9.474,5,5,0,4
msA_simpleascii:9.475,1,1,0,2
msA_simpleascii:9.476,0,0,0,0
msA_simpleascii:9.477,10,10,0,10
msA_simpleascii:9.478,11,11,0,13
msA_simpleascii:9.479,0,0,0,1
msA_simpleascii:9.480,12,12,0,12
msA_simpleascii:9.481,2,2,0,2
msA_simpleascii:9.482,10,10,0,10
msA_simpleascii:9.483,5,5,0,6
msA_simpleascii:9.484,8,8,0,9
msA_simpleascii:9.485,0,0,0,1
msA_simpleascii:9.486,0,0,0,1
msA_simpleascii:9.487,6,6,0,8
msA_simpleascii:9.488,1,1,0,3
msA_simpleascii:9.489,8,8,0,10
msA_simpleascii:9.490,0,0,0,0
msA_simpleascii:9.491,10,10,0,10
msA_simpleascii:9.492,9,9,0,14
msA_simpleascii:9.493,0,0,0,0
msA_simpleascii:9.494,0,0,0,1
msA_simpleascii:9.495,8,8,0,9
msA_simpleascii:9.496,6,6,0,7
msA_simpleascii:9.497,6,6,0,6
msA_simpleascii:9.498,3,3,0,3
msA_simpleascii:9.499,10,10,0,10
msA_simpleascii:9.500,0,0,0,1
msA_simpleascii:9.501,8,8,0,8
msA_simpleascii:9.502,9,9,0,9
msA_simpleascii:9.503,9,9,0,8
msA_simpleascii:9.504,8,8,0,9
msA_simpleascii:9.505,3,3,0,2
msA_simpleascii:9.506,16,16,0,17
msA_simpleascii:9.507,17,17,0,18
msA_simpleascii:9.508,1,1,0,1
msA_simpleascii:9.509,18,18,0,19
msA_simpleascii:9.510,18,18,0,18
msA_simpleascii:9.511,0,0,0,1
msA_simpleascii:9.512,9,9,0,10
msA_simpleascii:9.513,5,5,0,4
msA_simpleascii:9.514,7,7,0,8
msA_simpleascii:9.515,0,0,0,2
msA_simpleascii:9.516,0,0,0,1
msA_simpleascii:9.517,14,14,0,12
msA_simpleascii:9.518,6,6,0,6
msA_simpleascii:9.519,7,7,0,10
msA_simpleascii:9.520,0,0,0,0
msA_simpleascii:9.521,0,0,0,0
msA_simpleascii:9.522,0,0,0,0
msA_simpleascii:9.523,17,17,0,18
msA_simpleascii:9.524,0,0,0,0
msA_simpleascii:9.525,5,5,0,6
msA_simpleascii:9.526,9,9,0,9
msA_simpleascii:9.527,9,9,0,9
msA_simpleascii:9.528,8,8,0,9
msA_simpleascii:9.529,0,0,0,1
msA_simpleascii:9.530,9,9,0,9
msA_simpleascii:9.531,0,0,0,0
msA_simpleascii:9.532,0,0,0,0
msA_simpleascii:9.533,0,0,0,0
msA_simpleascii:9.534,10,10,0,10
msA_simpleascii:9.535,15,15,0,14
msA_simpleascii:9.536,9,9,0,10
msA_simpleascii:9.537,15,15,0,16
msA_simpleascii:9.538,14,14,0,9
msA_simpleascii:9.539,11,11,0,11
msA_simpleascii:9.540,7,7,0,11
msA_simpleascii:9.541,6,6,0,7
msA_simpleascii:9.542,14,14,0,14
msA_simpleascii:9.543,1,1,0,1
msA_simpleascii:9.544,1,1,0,1
msA_simpleascii:9.545,2,2,0,0
msA_simpleascii:9.546,10,10,0,10
msA_simpleascii:9.547,3,3,0,3
msA_simpleascii:9.548,0,0,0,0
msA_simpleascii:9.549,11,11,0,10
msA_simpleascii:9.550,0,0,0,1
msA_simpleascii:9.551,2,2,0,2
msA_simpleascii:9.552,7,7,0,7
msA_simpleascii:9.553,5,5,0,4
msA_simpleascii:9.554,11,11,0,11
msA_simpleascii:9.555,0,0,0,0
msA_simpleascii:9.556,0,0,0,0
msA_simpleascii:9.557,9,9,0,9
msA_simpleascii:9.558,5,5,0,7
msA_simpleascii:9.559,0,0,0,0
msA_simpleascii:9.560,7,7,0,7
msA_simpleascii:9.561,0,0,0,1
msA_simpleascii:9.562,10,10,0,11
msA_simpleascii:9.563,7,7,0,6
msA_simpleascii:9.564,7,7,0,7
msA_simpleascii:9.565,13,13,0,13
msA_simpleascii:9.566,0,0,0,0
msA_simpleascii:9.567,7,7,0,13
msA_simpleascii:9.568,1,1,0,1
msA_simpleascii:9.569,0,0,0,1
msA_simpleascii:9.570,11,11,0,11
msA_simpleascii:9.571,9,9,0,10
msA_simpleascii:9.572,10,10,0,7
msA_simpleascii:9.573,7,7,0,8
msA_simpleascii:9.574,27,27,0,27
msA_simpleascii:9.575,7,7,0,7
msA_simpleascii:9.576,13,13,0,13
msA_simpleascii:9.577,0,0,0,0
msA_simpleascii:9.578,0,0,0,0
msA_simpleascii:9.579,15,15,0,15
msA_simpleascii:9.580,9,9,0,9
msA_simpleascii:9.581,9,9,0,9
msA_simpleascii:9.582,2,2,0,2
msA_simpleascii:9.583,13,13,0,13
msA_simpleascii:9.584,2,2,0,2
msA_simpleascii:9.585,3,3,0,2
msA_simpleascii:9.586,8,8,0,8
msA_simpleascii:9.587,13,13,0,13
msA_simpleascii:9.588,9,9,0,11
msA_simpleascii:9.589,0,0,0,0
msA_simpleascii:9.590,0,0,0,0
msA_simpleascii:9.591,10,10,0,10
msA_simpleascii:9.592,6,6,0,8
msA_simpleascii:9.593,9,9,0,9
msA_simpleascii:9.594,9,9,0,10
msA_simpleascii:9.595,5,5,0,6
msA_simpleascii:9.596,18,18,0,20
msA_simpleascii:9.597,4,4,0,0
msA_simpleascii:9.598,7,7,0,10
msA_simpleascii:9.599,15,15,0,16
msA_simpleascii:9.600,6,6,0,6
msA_simpleascii:9.601,9,9,0,9
msA_simpleascii:9.602,9,9,0,13
msA_simpleascii:9.603,11,11,0,11
msA_simpleascii:9.604,0,0,0,1
msA_simpleascii:9.605,10,10,0,11
msA_simpleascii:9.606,0,0,0,1
msA_simpleascii:9.607,15,15,0,15
msA_simpleascii:9.608,6,6,0,6
msA_simpleascii:9.609,0,0,0,2
msA_simpleascii:9.610,7,7,0,8
msA_simpleascii:9.611,5,5,0,6
msA_simpleascii:9.612,0,0,0,0
msA_simpleascii:9.613,6,6,0,6
msA_simpleascii:9.614,17,17,0,17
msA_simpleascii:9.615,8,8,0,8
msA_simpleascii:9.616,20,20,0,20
msA_simpleascii:9.617,11,11,0,12
msA_simpleascii:9.618,9,9,0,9
msA_simpleascii:9.619,9,9,0,13
msA_simpleascii:9.620,2,2,0,4
msA_simpleascii:9.621,6,6,0,6
msA_simpleascii:9.622,1,1,0,3
msA_simpleascii:9.623,7,7,0,6
msA_simpleascii:9.624,9,9,0,10
msA_simpleascii:9.625,6,6,0,6
msA_simpleascii:9.626,12,12,0,12
msA_simpleascii:9.627,6,6,0,6
msA_simpleascii:9.628,13,13,0,13
msA_simpleascii:9.629,0,0,0,0
msA_simpleascii:9.630,0,0,0,0
msA_simpleascii:9.631,10,10,0,10
msA_simpleascii:9.632,9,9,0,6
msA_simpleascii:9.633,10,10,0,10
msA_simpleascii:9.634,9,9,0,10
msA_simpleascii:9.635,0,0,0,1
msA_simpleascii:9.636,10,10,0,12
msA_simpleascii:9.637,6,6,0,6
msA_simpleascii:9.638,13,13,0,13
msA_simpleascii:9.639,12,12,0,7
msA_simpleascii:9.640,0,0,0,0
msA_simpleascii:9.641,0,0,0,0
msA_simpleascii:9.642,0,0,0,1
msA_simpleascii:9.643,0,0,0,1
msA_simpleascii:9.644,5,5,0,5
msA_simpleascii:9.645,11,11,0,13
msA_simpleascii:9.646,3,3,0,3
msA_simpleascii:9.647,9,9,0,10
msA_simpleascii:9.648,11,11,0,12
msA_simpleascii:9.649,9,9,0,10
msA_simpleascii:9.650,0,0,0,0
msA_simpleascii:9.651,0,0,0,1
msA_simpleascii:9.652,0,0,0,0
msA_simpleascii:9.653,12,12,0,13
msA_simpleascii:9.654,2,2,0,2
msA_simpleascii:9.655,4,4,0,4
msA_simpleascii:9.656,0,0,0,1
msA_simpleascii:9.657,5,5,0,6
msA_simpleascii:9.658,13,13,0,14
msA_simpleascii:9.659,9,9,0,9
msA_simpleascii:9.660,3,3,0,2
msA_simpleascii:9.661,6,6,0,6
msA_simpleascii:9.662,0,0,0,1
msA_simpleascii:9.663,9,9,0,9
msA_simpleascii:9.664,0,0,0,1
msA_simpleascii:9.665,1,1,0,0
msA_simpleascii:9.666,8,8,0,10
msA_simpleascii:9.667,5,5,0,5
msA_simpleascii:9.668,11,11,0,11
msA_simpleascii:9.669,10,10,0,9
msA_simpleascii:9.670,0,0,0,0
msA_simpleascii:9.671,8,8,0,9
msA_simpleascii:9.672,0,0,0,1
msA_simpleascii:9.673,12,12,0,6
msA_simpleascii:9.674,0,0,0,1
msA_simpleascii:9.675,6,6,0,8
msA_simpleascii:9.676,0,0,0,1
msA_simpleascii:9.677,8,8,0,8
msA_simpleascii:9.678,5,5,0,5
msA_simpleascii:9.679,5,5,0,6
msA_simpleascii:9.680,0,0,0,0
msA_simpleascii:9.681,0,0,0,2
msA_simpleascii:9.682,0,0,0,2
msA_simpleascii:9.683,13,13,0,13
msA_simpleascii:9.684,1,1,0,1
msA_simpleascii:9.685,11,11,0,11
msA_simpleascii:9.686,15,15,0,15
msA_simpleascii:9.687,5,5,0,5
msA_simpleascii:9.688,7,7,0,9
msA_simpleascii:9.689,6,6,0,5
msA_simpleascii:9.690,0,0,0,2
msA_simpleascii:9.691,0,0,0,1
msA_simpleascii:9.692,15,15,0,16
msA_simpleascii:9.693,0,0,0,2
msA_simpleascii:9.694,21,21,0,21
msA_simpleascii:9.695,0,0,0,1
msA_simpleascii:9.696,0,0,0,0
msA_simpleascii:9.697,0,0,0,0
msA_simpleascii:9.698,3,3,0,0
msA_simpleascii:9.699,6,6,0,7
msA_simpleascii:9.700,7,7,0,7
msA_simpleascii:9.701,7,7,0,8
msA_simpleascii:9.702,0,0,0,1
msA_simpleascii:9.703,6,6,0,6
msA_simpleascii:9.704,7,7,0,9
msA_simpleascii:9.705,0,0,0,0
msA_simpleascii:9.706,5,5,0,5
msA_simpleascii:9.707,0,0,0,0
msA_simpleascii:9.708,7,7,0,7
msA_simpleascii:9.709,17,17,0,18
msA_simpleascii:9.710,0,0,0,2
msA_simpleascii:9.711,11,11,0,11
msA_simpleascii:9.712,4,4,0,0
msA_simpleascii:9.713,7,7,0,7
allen_simpleascii:9.title,21,21,0,0
allen_simpleascii:9.1,0,0,5,0
allen_simpleascii:9.2,0,0,0,0
allen_simpleascii:9.3,2,2,9,0
allen_simpleascii:9.4,1,1,11,0
allen_simpleascii:9.5,2,2,0,0
allen_simpleascii:9.6,1,1,18,0
allen_simpleascii:9.7,1,1,10,0
allen_simpleascii:9.8,0,0,0,0
allen_simpleascii:9.9,2,2,1,0
allen_simpleascii:9.10,0,0,0,0
allen_simpleascii:9.11,0,0,0,0
allen_simpleascii:9.12,0,0,13,0
allen_simpleascii:9.13,3,3,12,0
allen_simpleascii:9.14,0,0,7,0
allen_simpleascii:9.15,1,1,1,0
allen_simpleascii:9.16,1,1,9,0
allen_simpleascii:9.17,0,0,15,0
allen_simpleascii:9.18,2,2,8,0
allen_simpleascii:9.19,4,4,13,0
allen_simpleascii:9.20,1,1,18,0
allen_simpleascii:9.21,0,0,0,0
allen_simpleascii:9.22,0,0,14,0
allen_simpleascii:9.23,0,0,6,0
allen_simpleascii:9.24,0,0,0,0
allen_simpleascii:9.25,1,1,12,0
allen_simpleascii:9.26,2,2,9,0
allen_simpleascii:9.27,0,0,6,0
allen_simpleascii:9.28,0,0,11,0
allen_simpleascii:9.29,2,2,10,0
allen_simpleascii:9.30,1,1,1,0
allen_simpleascii:9.31,0,0,0,0
allen_simpleascii:9.32,0,0,0,0
allen_simpleascii:9.33,1,1,9,0
allen_simpleascii:9.34,0,0,0,0
allen_simpleascii:9.35,0,0,0,0
allen_simpleascii:9.36,1,1,14,0
allen_simpleascii:9.37,0,0,12,0
allen_simpleascii:9.38,1,1,7,0
allen_simpleascii:9.39,1,1,10,0
allen_simpleascii:9.40,2,2,8,0
allen_simpleascii:9.41,1,1,11,0
allen_simpleascii:9.42,0,0,8,0
allen_simpleascii:9.43,0,0,15,0
allen_simpleascii:9.44,1,1,8,0
allen_simpleascii:9.45,1,1,1,0
allen_simpleascii:9.46,1,1,14,0
allen_simpleascii:9.47,0,0,0,0
allen_simpleascii:9.48,3,3,4,0
allen_simpleascii:9.49,0,0,14,0
allen_simpleascii:9.50,2,2,2,0
allen_simpleascii:9.51,0,0,11,0
allen_simpleascii:9.52,1,1,8,0
allen_simpleascii:9.53,0,0,1,0
allen_simpleascii:9.54,0,0,8,0
allen_simpleascii:9.55,0,0,0,0
allen_simpleascii:9.56,0,0,17,0
allen_simpleascii:9.57,1,1,1,0
allen_simpleascii:9.58,3,3,1,0
allen_simpleascii:9.59,0,0,7,0
allen_simpleascii:9.60,2,2,2,0
allen_simpleascii:9.61,0,0,9,0
allen_simpleascii:9.62,0,0,1,0
allen_simpleascii:9.63,0,0,0,0
allen_simpleascii:9.64,0,0,11,0
allen_simpleascii:9.65,1,1,11,0
allen_simpleascii:9.66,1,1,14,0
allen_simpleascii:9.67,0,0,0,0
allen_simpleascii:9.68,1,1,12,0
allen_simpleascii:9.69,0,0,0,0
allen_simpleascii:9.70,0,0,8,0
allen_simpleascii:9.71,0,0,0,0
allen_simpleascii:9.72,1,1,8,0
allen_simpleascii:9.73,2,2,18,0
allen_simpleascii:9.74,1,1,1,0
allen_simpleascii:9.75,0,0,0,0
allen_simpleascii:9.76,0,0,0,0
allen_simpleascii:9.77,0,0,15,0
allen_simpleascii:9.78,2,2,9,0
allen_simpleascii:9.79,4,4,4,0
allen_simpleascii:9.80,0,0,0,0
allen_simpleascii:9.81,0,0,5,0
allen_simpleascii:9.82,2,2,4,0
allen_simpleascii:9.83,0,0,0,0
allen_simpleascii:9.84,1,1,3,0
allen_simpleascii:9.85,1,1,9,0
allen_simpleascii:9.86,4,4,18,0
allen_simpleascii:9.87,1,1,5,0
allen_simpleascii:9.88,4,4,10,0
allen_simpleascii:9.89,0,0,0,0
allen_simpleascii:9.90,3,3,0,0
allen_simpleascii:9.91,3,3,10,0
allen_simpleascii:9.92,0,0,0,0
allen_simpleascii:9.93,0,0,0,0
allen_simpleascii:9.94,0,0,6,0
allen_simpleascii:9.95,0,0,10,0
allen_simpleascii:9.96,0,0,8,0
allen_simpleascii:9.97,1,1,6,0
allen_simpleascii:9.98,0,0,5,0
allen_simpleascii:9.99,1,1,1,0
allen_simpleascii:9.100,1,1,10,0
allen_simpleascii:9.101,1,1,3,0
allen_simpleascii:9.102,1,1,14,0
allen_simpleascii:9.103,0,0,7,0
allen_simpleascii:9.104,0,0,7,0
allen_simpleascii:9.105,1,1,5,0
allen_simpleascii:9.106,1,1,1,0
allen_simpleascii:9.107,0,0,0,0
allen_simpleascii:9.108,1,1,6,0
allen_simpleascii:9.109,5,5,5,0
allen_simpleascii:9.110,0,0,0,0
allen_simpleascii:9.111,1,1,7,0
allen_simpleascii:9.112,2,2,3,0
allen_simpleascii:9.113,1,1,13,0
allen_simpleascii:9.114,1,1,1,0
allen_simpleascii:9.115,0,0,16,0
allen_simpleascii:9.116,1,1,20,0
allen_simpleascii:9.117,0,0,8,0
allen_simpleascii:9.118,0,0,5,0
allen_simpleascii:9.119,1,1,10,0
allen_simpleascii:9.120,2,2,8,0
allen_simpleascii:9.121,2,2,9,0
allen_simpleascii:9.122,1,1,4,0
allen_simpleascii:9.123,1,1,9,0
allen_simpleascii:9.124,0,0,18,0
allen_simpleascii:9.125,0,0,8,0
allen_simpleascii:9.126,0,0,0,0
allen_simpleascii:9.127,0,0,6,0
allen_simpleascii:9.128,4,4,13,0
allen_simpleascii:9.129,0,0,0,0
allen_simpleascii:9.130,0,0,9,0
allen_simpleascii:9.131,2,2,3,0
allen_simpleascii:9.132,5,5,4,0
allen_simpleascii:9.133,0,0,0,0
allen_simpleascii:9.134,0,0,9,0
allen_simpleascii:9.135,0,0,11,0
allen_simpleascii:9.136,1,1,1,0
allen_simpleascii:9.137,6,6,0,0
allen_simpleascii:9.138,1,1,1,0
allen_simpleascii:9.139,0,0,0,0
allen_simpleascii:9.140,1,1,1,0
allen_simpleascii:9.141,1,1,1,0
allen_simpleascii:9.142,0,0,4,0
allen_simpleascii:9.143,0,0,7,0
allen_simpleascii:9.144,1,1,9,0
allen_simpleascii:9.145,0,0,10,0
allen_simpleascii:9.146,1,1,1,0
allen_simpleascii:9.147,1,1,1,0
allen_simpleascii:9.148,3,3,10,0
allen_simpleascii:9.149,0,0,10,0
allen_simpleascii:9.150,0,0,10,0
allen_simpleascii:9.151,1,1,1,0
allen_simpleascii:9.152,1,1,1,0
allen_simpleascii:9.153,1,1,12,0
allen_simpleascii:9.154,1,1,2,0
allen_simpleascii:9.155,2,2,10,0
allen_simpleascii:9.156,0,0,9,0
allen_simpleascii:9.157,2,2,8,0
allen_simpleascii:9.158,1,1,18,0
allen_simpleascii:9.159,0,0,8,0
allen_simpleascii:9.160,0,0,0,0
allen_simpleascii:9.161,1,1,7,0
allen_simpleascii:9.162,2,2,2,0
allen_simpleascii:9.163,0,0,8,0
allen_simpleascii:9.164,1,1,8,0
allen_simpleascii:9.165,1,1,11,0
allen_simpleascii:9.166,1,1,1,0
allen_simpleascii:9.167,5,5,11,0
allen_simpleascii:9.168,0,0,0,0
allen_simpleascii:9.169,1,1,1,0
allen_simpleascii:9.170,2,2,9,0
allen_simpleascii:9.171,1,1,8,0
