de,417
kai,395
to,297
thn,171
gar,155
twn,132
h,128
tou,128
ws,127
o,115
ths,115
ton,107
dia,89
mh,86
oti,85
ou,82
pros,72
fhsi,70
eis,64
men,63
oi,57
ouk,56
en,55
tous,54
epi,54
ta,54
tw|,51
tois,49
auton,45
ei,38
nun,37
peri,37
hn,35
oun,35
autw|,35
ina,35
autou,34
alla,34
tas,30
all',29
esti,29
estin,29
te,28
th|,27
touto,27
para,25
tauta,24
apo,21
ek,21
meta,21
ti,20
axilleus,20
ec,20
agamemnonos,19
anti,19
oude,18
an,18
poiei,18
kalws,17
oux',16
tais,16
wn,16
ama,16
legei,15
di',15
d',15
upo,15
autos,15
dei,15
duo,14
dhloi,14
epei,14
pws,14
logon,14
oide,13
axillews,13
exwn,13
kata,13
autous,12
axillei,12
foinic,12
monon,12
eu,12
dwrwn,11
ellhnwn,11
eauton,11
oute,11
autwn,11
a,11
dio,11
phr,10
par',10
logwn,10
goun,10
agamemnona,10
moi,10
prwton,10
outos,9
ouden,9
allwn,9
opws,9
tines,9
on,9
axille,9
cts,9
oqen,9
einai,9
palin,9
eisi,9
uper,8
axillea,8
authn,8
kefalaion,8
isws,8
outws,8
panta,8
dwra,8
ge,8
malista,8
qewn,8
eipein,8
agamemnwn,8
eisin,8
dh,8
legein,8
legwn,8
pantwn,7
allws,7
mallon,7
eipen,7
usteron,7
autois,7
qelei,7
ai,7
odusseus,7
exei,7
toiouton,7
nestwr,6
logou,6
elpida,6
basile,6
xarin,6
foinika,6
auths,6
gnwmhn,6
telos,6
ferwn,6
epagei,6
plhqos,6
ep',6
eipwn,6
oper,6
htoi,6
piqanws,6
ote,6
hdh,6
sun,6
ot',6
toutou,6
monos,6
qumon,6
qumos,6
tote,6
phlews,6
tauthn,6
eautou,6
eite,6
andrwn,6
pollwn,6
dios,6
axaious,5
polla,5
pan,5
eni,5
ginetai,5
pro,5
texnikws,5
agamemnoni,5
aei,5
ois,5
omologei,5
tis,5
bouletai,5
dokh|,5
logos,5
aitian,5
pantas,5
deiknusin,5
oion,5
tosouton,5
exein,5
elege,5
axaiwn,5
muqwn,5
toutwn,5
taxa,5
toutw|,5
su,5
pleon,5
eautw|,5
qumou,5
eteron,5
edei,5
eipe,5
didaskei,5
prwtos,5
autas,5
foiniki,5
outw,5
allois,5
prwhn,5
prs,5
eita,5
aciwn,4
mega,4
eqos,4
zeus,4
epeita,4
srian,4
pistin,4
timhs,4
w,4
xrhtai,4
tautas,4
gamou,4
poleis,4
kat',4
echs,4
entexnws,4
kairos,4
qelwn,4
peiqw,4
iketeian,4
legetai,4
dhlon,4
me,4
nuktos,4
ora,4
geras,4
oietai,4
oikeia,4
feugein,4
polemou,4
plhsion,4
kairon,4
teixos,4
tina,4
pantes,4
filous,4
orghs,4
aitias,4
mhn,4
meros,4
dehsin,4
praceis,4
leipei,4
logous,4
peiqein,4
ekei,4
os,4
oneidizei,4
anteipein,4
didwsin,4
sumferon,4
poihths,4
meizona,4
basileus,4
foinikos,4
apantwn,4
edhlwse,4
gerontes,4
onoma,4
filwn,4
labein,4
lelhqotws,4
peisqeis,4
eti,4
qumw|,4
onomati,3
alloi,3
oiden,3
arxetai,3
andra,3
htton,3
elabe,3
eneken,3
ean,3
nestora,3
dwrois,3
andros,3
opou,3
deuteron,3
onomatos,3
ara,3
palaiwn,3
agh,3
ekplhcis,3
opla,3
pantws,3
ekaston,3
odussews,3
zhn,3
litas,3
tw,3
qeous,3
ghras,3
ontos,3
peiqesqai,3
euxetai,3
allous,3
deuteran,3
adunaton,3
ken,3
didaskalon,3
eautwn,3
kakeinos,3
enantion,3
etoimon,3
anhr,3
ippous,3
arxhs,3
dunamis,3
maxhs,3
meleagros,3
yuxhs,3
idan,3
gonewn,3
kindunon,3
eixon,3
logw|,3
fhsin,3
deinon,3
ef',3
aristous,3
paidwn,3
genhtai,3
phleus,3
deon,3
rhthra,3
soi,3
as,3
aper,3
pur,3
gunaika,3
eoike,3
emou,3
ison,3
sumforas,3
wsper,3
hrwi+,3
parainei,3
ke,3
trwwn,3
emfainei,3
peiran,3
eukairws,3
estai,3
oud',3
ekeinous,3
puros,3
erxetai,3
pri,3
ferei,3
mhden,3
ippwn,3
presbeis,3
oushs,3
polemioi,3
filon,3
meq',3
odussea,3
auto,3
ellhsin,3
orghn,3
andras,3
plhqous,3
ekeise,3
pasin,3
atopon,3
poieitai,3
qanaton,3
ostis,3
kakon,3
w|,3
proseqhke,3
ewra,3
sunagei,3
oudepote,3
fasi,3
auth|,2
dokei,2
meleagrw|,2
xrew,2
elegxei,2
apodexetai,2
pistos,2
antitiqhsi,2
tisousin,2
ghs,2
uiwn,2
argeiwn,2
eauths,2
atimasanti,2
hkein,2
alwsews,2
filostorgian,2
andrias,2
epoihsen,2
peisqhsesqai,2
presbeian,2
peisqhnai,2
proferei,2
suggeneias,2
xrhmatwn,2
exrhsato,2
allos,2
anagkaion,2
fusews,2
eih,2
omoiws,2
paradeigma,2
istorias,2
parek,2
megalofrosunhn,2
gamon,2
anagkhn,2
hmeis,2
gunaikos,2
xrhsimon,2
poihsai,2
k,2
filias,2
onomatwn,2
yuxagwgei,2
didwsi,2
eidws,2
faskwn,2
mhr,2
gegonws,2
dochs,2
g',2
ekeinon,2
atreidh|,2
perispasteon,2
famen,2
dii+,2
diomhdhs,2
marphssan,2
dikaion,2
euprepws,2
odusshi+,2
triton,2
emfainetai,2
gerontos,2
prhkthra,2
doih,2
luei,2
ekballei,2
iketas,2
eiponta,2
panti,2
paron,2
megala,2
dustuxhsantes,2
apodeiknusi,2
eshmanen,2
megalh,2
autoklhtos,2
parabasin,2
polemein,2
apergazetai,2
labwn,2
eirhmenon,2
parontes,2
summaxian,2
aretas,2
fronhsis,2
c,2
xrh,2
sofoklhs,2
tria,2
peiqous,2
osa,2
upotiqetai,2
qu,2
pollous,2
lissesqai,2
wste,2
paraklhsin,2
peisai,2
anacion,2
tauths,2
eklogh,2
pote,2
akouesqai,2
ekateron,2
nhusi,2
omoia,2
apeiqein,2
deiknus,2
logois,2
atimazein,2
grafetai,2
decasqai,2
apopleusai,2
parhn,2
aisxunoito,2
idias,2
fugh,2
elegen,2
tacin,2
newn,2
agame,2
es,2
edokei,2
yeudos,2
gunaiki,2
autw,2
omws,2
parakaloumen,2
pragma,2
hmas,2
epishs,2
gunaikas,2
litais,2
xreian,2
mikron,2
naus,2
reia,2
prouxei,2
anagei,2
kanon,2
recas,2
gunh,2
didomena,2
touton,2
monoi,2
genesqai,2
mellei,2
lupei,2
proteron,2
methlqe,2
didaskalw|,2
apollwn,2
h|,2
nomos,2
ubrews,2
patroklos,2
sullhptikws,2
truzhte,2
srias,2
oson,2
menein,2
onomata,2
apeiqei,2
kairw|,2
filotimon,2
olws,2
hdeia,2
pleionwn,2
euxerws,2
pot',2
proballetai,2
iatai,2
parontos,2
amfw,2
marphssa,2
ephnegke,2
omoeides,2
peiqomenoi,2
eiq',2
hqos,2
endeiknutai,2
esqiousin,2
mnhmhn,2
paqos,2
anetreyen,2
th,2
apousian,2
paqwn,2
boa|,2
filotimos,2
akrws,2
emfasis,2
ouk',2
noun,2
omonoian,2
oikeious,2
laon,2
basileia,2
fqonw|,2
esw,2
dein,2
pasa,2
agaqon,2
eikein,2
uperbolhn,2
upoxwrein,2
aianta,2
noein,2
erga,2
ikeo,2
eleeinon,2
filian,2
braxu,2
polemiois,2
rhmasin,2
dixa,2
ekeinos,2
ubrin,2
gnwmh|,2
polemwn,2
ormhn,2
polemon,2
aiantos,2
wsanei,2
presbeusantos,2
oionei,2
aidou,2
fqeggetai,2
adei,2
adunatos,2
kakou,2
stixon,2
paradocou,2
lecin,2
lafurwn,2
summaxias,2
qemistas,2
andreios,2
mra,2
oye,2
docan,2
autika,2
xronous,2
kairou,2
parhken,2
deos,2
arxesqai,2
edhlwsen,2
idion,2
xrhstas,2
swthrias,2
fughn,2
ikanws,2
gerwn,2
kallos,2
kalwn,2
tiqetai,2
hgemonas,2
prin,2
diomhdhn,2
arxh,2
hlikian,2
megeqos,2
ea|,2
presbeias,2
sumpresbeuthn,2
umin,2
entais,2
stikteon,2
kreittona,2
kaleitai,2
xronw|,2
hgeitai,2
parrhsian,2
aristos,2
filh,2
ellhsi,2
trwes,2
eurwn,2
maxhn,2
tode,2
eunoian,2
toutous,2
hs,2
qugatera,2
eneka,2
sumboulos,2
nomizei,2
eme,2
pareis,2
arista,2
atar,2
entw|,2
diomhdous,2
oupw,2
arxhn,2
toutois,2
eixen,2
dwrean,2
t',2
swmati,2
dunatai,2
akouein,2
fulakhs,2
prooimion,2
diarrhdhn,2
yilhn,2
qew|,2
eikotws,2
aths,2
per,2
andreion,2
ontes,2
ariston,2
ap',2
arxei,2
y,2
prospoieitai,2
arxein,2
aidessai,2
dih|rhtai,2
elpidas,2
peira,2
trofea,2
toi,2
sfin,2
lecews,2
oligon,2
eige,2
odussei,2
pracin,2
mia,2
agei,2
prwta,2
elew|,2
oligwn,2
epispatai,2
ameilixos,2
xeira,2
agaqoi,2
paraginetai,2
poseidwnos,2
mian,2
kiqaran,2
dikaiws,2
exqrou,2
asfaleias,2
praws,2
kaq',2
oran,2
stasin,2
eleon,2
aeimnhstous,2
deipnon,2
areth,2
anwn,2
aias,2
duswpei,2
elqonta,2
kleopatran,2
ekwn,2
sumboulhs,2
mogis,2
egw,2
palai,2
distazein,2
fronhsews,2
prosektikon,2
qeoi,2
parrhsia|,2
apac,2
gambreusein,2
idas,2
agaqwn,2
polemiwn,2
swmatos,2
aucei,2
met',2
sunapteon,2
pausasqai,2
ariqmon,2
auqi,2
poiein,2
koinh,2
aploun,2
endon,2
pasan,2
pais,2
tosauta,2
praktewn,2
memnhtai,2
areth|,2
eixe,2
eikos,2
oikeion,2
se,2
euhnos,2
koina,2
epainei,2
prwthn,2
laqein,2
rhtoreia,2
rasta,1
kreittwn,1
swmatikhn,1
epamunei,1
sunesin,1
ecamartanein,1
wfeilen,1
ida|,1
anamelktoi,1
ekklinwn,1
armatoforous,1
ekplhrwn,1
arxousin,1
sumfrasomen,1
rhtorikws,1
ektori,1
paidopoiei,1
wfeleitai,1
brisei+dos,1
noon,1
oikou,1
enantiwsin
i,1
kolazein,1
outi,1
katakruptei,1
eterous,1
epeoiken
ia,1
filtatos
ib,1
me
i,1
essh|,1
entw,1
katafranoumen,1
keisqai,1
forous,1
upostolhs,1
swsai,1
fukos,1
qerapeian
ig,1
aiolikon,1
timwsin
q,1
mellwn,1
peiswsin,1
skotw|,1
poihsw,1
mellon,1
kunikos,1
fulassein
kb,1
apeixei,1
adamastos,1
hbhs
g,1
xrhtai
a,1
euergesias,1
nikwsi,1
pempetai,1
tripodas,1
pemyantos,1
akouontas,1
skophsein,1
anteipen,1
edecanto,1
shston,1
exqras,1
tocotou,1
fugh|,1
uposxomenos,1
isxun,1
bohqounti,1
frassomeq',1
katayhfizomenos,1
asunetos,1
lambanetai,1
qatton,1
polemhi+a,1
erwtos,1
eirwnikos,1
dosan,1
anqelkon,1
afrastws,1
enos,1
meizosin,1
suntemnei,1
hqei
kg,1
erws,1
anh|rhmenas,1
qelein,1
huchse,1
lecwn,1
loigaleh|sin,1
menwn
a,1
epikourwn
kz,1
kataliph|,1
ecistatai,1
htthsqai,1
strathgon,1
wnomatopepoihtai,1
ubrisen,1
sxhswn,1
ecefuge,1
antimazein,1
swzousan,1
eswfronizon,1
oneidishs,1
yuxh|,1
genos,1
diastrefwn,1
sunairoumenous,1
dexomenh|,1
megapenqhs,1
qemisteuousi,1
diefereto,1
muqologoi,1
fhsas,1
erwtikois,1
skhnhs,1
iasews,1
marturhsin,1
prwa,1
prwth|,1
asuneton,1
semnothta,1
peiqarxountwn,1
amunhs,1
pantas
d,1
hmarthkoti
z,1
prassomena,1
rexqentos,1
atalanths,1
sugginwskwsi,1
diakonoumenou,1
asebei,1
katw|khsan,1
arhi+filw|,1
xwriaqeih,1
hgaphmenos,1
epitrepei
ib,1
dekakis,1
ameinon,1
apoplous,1
katepthxotwn,1
etimhqh
b,1
oiktizetai,1
xaritas,1
ea|s,1
apallassei,1
spodon,1
sunalgwn,1
htimaze,1
apopleusesqai,1
parhggeilen,1
fasin,1
dusxeraianwsin,1
amfi,1
ellhnikwn,1
swfron,1
kaqeudei,1
allaxou,1
anaferein,1
diasurwn,1
hqikws,1
neothtos,1
kriths,1
parakeleuetai,1
upoyian,1
antibolhsai
ib,1
sunodou,1
sunesei,1
trepetai,1
ameinon
g,1
elegktikws,1
eqreyamhn,1
gunaikeiou,1
ameinwn,1
dedoikws,1
eauton
urn,1
apoteixizei,1
maqhsis,1
legontos,1
oiw,1
dietupwsen,1
elenhn
kg,1
efiemenou,1
decioumenos,1
tade,1
empepisteutai,1
apopeirwmenou,1
aparxas,1
kreitton,1
adikhqentes,1
anepifqonon,1
orgizomenoi,1
oposoi,1
litai,1
upodoxhn,1
peiqwn,1
dunamai,1
sunaptei,1
elaben
kg,1
laqra,1
epiplhcin,1
manqnomen,1
dokein,1
epanista|,1
axilleus
ig,1
speudonta,1
agwnizetai,1
gumnhn,1
ptaisma
ie,1
agamemnwn
e,1
mostegon,1
entimws,1
agamemnoni
q,1
fughn
ig,1
pleistais,1
suneidhsin,1
parainesews,1
polei,1
apalw,1
oudamou,1
qhriwdhs,1
deicai,1
aciologw|,1
exqran,1
ikethn,1
omilian,1
kataballonta,1
arhos,1
automedwn,1
asumpaqws,1
orqos,1
estin
z,1
eteixisen,1
yilwteon,1
hdonhn,1
ensxhmati,1
arxais,1
suggenhs
ina,1
isotimon,1
antikeimenou,1
edraion,1
dhmokratoumenoi,1
periexei,1
bouleusomen
ia,1
omonoia,1
dunhqhsh|,1
elegein,1
osiris,1
paramuqumenoi,1
akousesqai
k,1
peloponnhsw|,1
lhyews,1
sumbouleuontai,1
qugatros,1
tresbeuths,1
fqian,1
edunato,1
hghsamenou,1
teixei,1
filosofein,1
edecato,1
yammou,1
epikourous,1
neaw,1
upisxnoumenos,1
kartiston,1
peyin,1
peisantwn,1
trwi+adas,1
apaitei,1
eniautou,1
airoumai,1
dhlousa
kg,1
efeauton,1
xalepainousin,1
simwnidhs,1
hmerai,1
apanta,1
timwntai
ia,1
istorian,1
kaiper,1
dhmhtran,1
aplous,1
gnwmhs,1
aish|,1
deilian,1
antitacei,1
seio,1
ikana,1
hlikia,1
aciwmati,1
estin
kd,1
eisagwn,1
epaineton,1
metanohsai,1
epoioumen,1
diaxeai,1
asuggnwston,1
upograyas,1
qerapantes,1
gegonasi,1
eqelwsi,1
toutou
i,1
ektasis
ib,1
amelein,1
koith,1
proesqai,1
emfainwn,1
oudenos,1
omoiosxhmon,1
mikpras,1
proairesin,1
progegenhmenh,1
aitwloi
i,1
orxomenon,1
parosan,1
eure,1
kthsis,1
isos,1
sialon,1
phlea,1
alis,1
gnwmwn,1
bwmos,1
kratiston
ih,1
acioun,1
xrwmenois,1
dih|rhmenws,1
aciwmasin
ib,1
qalamou,1
epiklhsin,1
ode,1
polemikhn,1
timhn,1
akousiws,1
epezerhasias,1
apotuxontes,1
aphqeto,1
epithdeusai,1
parwcuntai,1
exhs,1
acion
id,1
katamaqontas,1
pistoutai,1
dhlwqh|,1
perieirgastai
ie,1
ora|,1
prosporizontai
id,1
atreidai,1
eidos,1
g,l,1
parec,1
hrema,1
eidotes,1
qaumaston,1
deous,1
proskrouei,1
eisferei,1
qelhs,1
paramuqia,1
persefonh,1
tekos,1
filosuntomos,1
marturei,1
pou,1
tiqhsin,1
presbeuein,1
ousa,1
sobareuetai,1
epitrepwsi,1
proqelumnw|,1
aglaokarpoi,1
messhs,1
exe
g,1
oikeiw|,1
katafronei,1
agaqhn,1
akroasis,1
aformhn,1
toioutou,1
auron,1
egkataliponti,1
legetai
iz,1
ilion,1
spoudaiois,1
eirwneuesqai,1
ektou,1
akolouqhsein,1
apaggelia,1
paratasews,1
koimou,1
proballomenos
i,1
aoidoi,1
atreidh,1
taraxh|,1
tetraqelumnon
h,1
fanai,1
opawn,1
apopeyein,1
hnegnken,1
phsi,1
mastakos,1
marphssh|,1
epiqetwn,1
presbeusasqai,1
aianti,1
trapezais,1
upoloipon,1
alhi+os,1
aganaktounta,1
filtatoi,1
mequontes,1
blaptei
ib,1
diapannuxizein,1
mageirikhs,1
alkinoou,1
euwxias,1
eidon
iz,1
perixwsato,1
atimos,1
aoristos,1
anastreyai,1
xeirwnos,1
sakos,1
easai,1
prosedokwn,1
ekeleuse,1
legomenon,1
xalepainonta,1
dorpa
id,1
tugxanei
z,1
amunon,1
dihghsews,1
ews,1
katefronei,1
epagagein,1
orgizesqai,1
komistanti,1
airoito,1
mhxanh,1
kronidhs,1
ekasths,1
nestoros,1
fronhsis
urn,1
pepiqein,1
nw,1
sunnous,1
timwria,1
proagetai
e,1
epenegkai,1
algea,1
ekateron
k,1
ergaswntai,1
suniauwn,1
argein,1
efh,1
ergon,1
eferon,1
epikalountai,1
prodeicas,1
qerapeuei,1
lussai,1
aganakthsin,1
epiplastous,1
esiwphse,1
sfodra,1
hpathsen
z,1
epileipei,1
mhnin,1
alhqes,1
amartaneis,1
nomon,1
mhniein,1
enefhnen,1
poieisqai,1
plein,1
wrgizeto,1
anagkh,1
allhlous,1
akroathn,1
korufounta,1
proeirhmenois,1
proanastellei,1
parontwn,1
wsei,1
afelesqai,1
asxhmonei,1
huchsen,1
hmin,1
pulos,1
diaballei
id,1
hmunen,1
eloito
h,1
timonthn,1
dokoun,1
tetelestai,1
eforos,1
kakw|,1
karpois,1
hnagkase,1
tufesqai,1
bradus,1
apoluqhnai,1
kalai,1
kalousa,1
kaqaptesqai,1
leusw,1
trofoi,1
r,1
dotikhs,1
erwta|,1
wfelimon,1
iketawn,1
ereqismos,1
mala,1
litai
id,1
menelaou,1
qeou,1
et',1
o
ia,1
poikilai,1
hgeire,1
meleth|,1
tiqhsi,1
parrhsia
h,1
fronwn,1
essi
iq,1
prodomos,1
metanoountos,1
econ,1
esxatou,1
aposeiomenos,1
apesth,1
antipoliteuomenoi,1
elqwn,1
deisidaimwn,1
si+nhai
ie,1
umeis,1
upesketo,1
apaggeilai,1
parocunai,1
koinhsasqe,1
d'azanto,1
parormhsin,1
propikon,1
kinei,1
bia|,1
proteinas,1
elesqw,1
epetrepe,1
proswpwn,1
sumbouleuontwn,1
monou,1
baqus,1
sunousin,1
epiponws,1
elaxon,1
epohsates,1
sullabhs,1
sugxusei,1
katanalwsas,1
hporhsan
kd,1
eirhmena
kg,1
autai,1
eilet',1
t'agaqos,1
elenhs,1
sifhsi,1
dunamei,1
stoxazetai,1
pant',1
straton,1
dehsei,1
filostorgia|,1
palaia,1
pleiston,1
memfomenous,1
uf,1
dhlountos,1
ekasthn,1
arcasqai,1
dunhsh|,1
ewqen,1
episxwn,1
anatrepei,1
tapeinoi,1
ikanon,1
meneis,1
adikein,1
antitacasqai,1
neos,1
oyeai,1
aitolia,1
kudianeiras,1
axanian,1
frenas,1
equsamen
iz,1
streptoi,1
suntomws,1
apasan,1
oinhos,1
uyauxenas
k,1
amaqon,1
monh|,1
teqnaihn
ig,1
eilkusen,1
laqeto,1
peripoiei+,1
uposxesis,1
akosmhtou,1
orgilon,1
agapwsin,1
xolwqhs,1
esxen,1
proagei,1
filountai,1
shmai,1
aisxunqh|,1
pronoein,1
